brand,car_age,price
Toyota,21,12999.999999999995
Jeep,23,12500.0
Cadillac,6,76699.99999999994
BMW,14,50899.999999999985
BMW,10,22999.999999999993
Chevrolet,3,28494.999999999978
Ford,25,9950.000000000007
Audi,6,38999.00000000002
Ford,8,19995.00000000001
Ford,3,29181.99999999998
BMW,3,84995.00000000001
Land,3,104900.00000000007
Mercedes-Benz,4,60998.00000000003
Nissan,8,112999.99999999993
Chrysler,10,12700.0
Hummer,22,17500.000000000015
BMW,5,62450.00000000001
Audi,4,61999.99999999997
Land,13,19950.00000000001
Nissan,13,16999.99999999999
Toyota,10,13999.999999999995
Audi,12,23999.99999999999
Ford,7,45023.00000000003
BMW,10,19996.000000000004
Land,5,55000.00000000004
Mercedes-Benz,5,72597.99999999994
Porsche,17,35000.00000000001
Dodge,19,4000.0000000000014
Mercedes-Benz,16,65700.00000000004
Chrysler,17,4899.999999999998
Chevrolet,4,99899.99999999996
Ford,2,54000.00000000001
Toyota,7,42900.000000000015
RAM,6,39899.99999999998
Ford,7,60866.99999999997
Tesla,7,30499.000000000022
Land,2,171999.99999999988
Volvo,6,28999.999999999996
Lexus,10,33900.00000000001
Tesla,7,51899.999999999985
Cadillac,2,68999.99999999997
Chevrolet,18,16498.999999999985
Chevrolet,12,44999.999999999985
Audi,5,52499.99999999997
Honda,6,32471.000000000007
Acura,2,38597.99999999997
Porsche,2,145000.00000000012
Cadillac,20,4999.000000000004
Dodge,4,41950.00000000003
Audi,8,59200.000000000044
Lexus,13,14945.000000000013
Hyundai,10,16999.99999999999
Tesla,5,62999.99999999995
Mercedes-Benz,3,56999.000000000044
Toyota,3,33499.00000000001
Porsche,5,55997.999999999985
Dodge,7,44699.999999999985
Lexus,12,29995.000000000007
Kia,12,9000.0
Bentley,9,103900.00000000001
Alfa,5,28900.0
Lexus,2,124998.99999999991
Porsche,5,104999.99999999997
Toyota,8,37998.999999999985
Kia,4,28999.999999999996
RAM,4,40999.00000000003
Chevrolet,17,31000.000000000015
Chevrolet,3,99999.00000000003
Jaguar,11,32449.99999999998
Audi,12,20998.999999999985
Audi,6,49935.999999999956
Kia,5,41998.99999999998
Toyota,7,23994.999999999993
Toyota,3,47998.99999999998
BMW,24,25000.000000000007
Jeep,11,20999.99999999998
Toyota,2,82500.00000000001
Porsche,9,32950.00000000002
Lexus,15,9449.999999999995
GMC,6,58499.99999999996
Kia,2,31499.999999999996
Porsche,11,16975.0
Mercedes-Benz,10,55000.00000000004
Lexus,8,31950.000000000015
Acura,6,41898.99999999997
Audi,2,48698.000000000015
BMW,8,31000.000000000015
Kia,10,8500.000000000005
Toyota,20,22500.000000000015
Land,12,20999.99999999998
Nissan,2,48000.00000000003
Ford,6,52499.99999999997
Mercedes-Benz,8,75000.00000000004
Cadillac,7,54000.00000000001
Tesla,6,31999.999999999993
BMW,8,55000.00000000004
Chevrolet,13,5500.000000000004
Dodge,15,21999.999999999993
Mercedes-Benz,9,33489.99999999998
Ford,6,73499.99999999997
Chevrolet,10,25649.99999999999
Audi,7,30949.999999999996
Jeep,10,7599.000000000004
INFINITI,11,18994.999999999993
BMW,12,12000.0
Tesla,7,36997.99999999997
Land,2,155000.00000000012
Nissan,29,15500.00000000001
Cadillac,11,14999.99999999999
Toyota,15,9900.000000000004
Acura,14,5500.000000000004
Mercedes-Benz,5,133000.00000000012
Honda,3,24499.99999999998
BMW,14,29999.000000000007
BMW,17,38489.999999999985
Nissan,15,6749.9999999999945
RAM,11,12999.999999999995
Acura,7,23499.999999999978
Toyota,7,32999.99999999999
RAM,6,49500.0
Chevrolet,22,21999.999999999993
Land,5,67999.99999999999
Jeep,14,14994.999999999989
Volvo,16,10500.000000000005
Porsche,11,37000.00000000001
Mazda,4,22388.99999999998
Chrysler,13,8500.000000000005
INFINITI,12,23899.999999999993
Toyota,18,14949.999999999987
Chevrolet,6,36949.99999999998
Mercedes-Benz,13,40000.0
BMW,9,20998.999999999985
Lexus,8,32899.999999999985
Porsche,9,44999.999999999985
Cadillac,8,47000.0
Lexus,10,27499.99999999998
Mercedes-Benz,11,18999.999999999985
Audi,3,40798.0
Mercedes-Benz,11,17999.000000000007
Chevrolet,8,19800.00000000001
RAM,3,45998.99999999999
Chevrolet,11,25999.999999999985
Toyota,18,14994.999999999989
Jaguar,10,38499.99999999997
Jeep,4,40458.999999999985
RAM,4,42816.00000000003
Porsche,10,29995.000000000007
Chevrolet,23,10400.000000000002
Porsche,10,37500.000000000015
Dodge,6,35998.0
Lexus,15,10999.999999999993
Audi,10,13500.000000000004
Mercedes-Benz,9,33995.00000000002
BMW,10,31999.999999999993
Porsche,9,50999.00000000001
INFINITI,16,12500.0
Ford,5,29999.000000000007
Chevrolet,8,31999.999999999993
RAM,5,43250.00000000001
Chevrolet,24,6500.000000000003
RAM,3,49700.00000000002
Porsche,7,147499.99999999997
Ford,9,23998.999999999985
Hyundai,22,2900.0000000000005
Audi,3,40597.99999999998
Ford,4,43641.99999999997
Lexus,10,43000.00000000002
Chevrolet,10,22999.999999999993
Land,3,114999.99999999991
Dodge,22,65498.999999999956
RAM,5,48815.00000000003
BMW,11,13800.000000000011
Mercedes-Benz,6,45769.99999999996
BMW,10,32998.99999999998
BMW,17,7299.999999999996
Ford,2,84999.99999999994
Chevrolet,2,47000.0
Mercedes-Benz,32,22500.000000000015
Cadillac,5,61500.00000000001
RAM,2,69899.99999999996
Audi,20,6900.000000000005
RAM,4,41999.99999999999
Mazda,16,5498.999999999999
INFINITI,8,17999.999999999993
Ford,8,53000.00000000002
Jeep,3,28297.999999999993
INFINITI,2,78990.00000000007
Chevrolet,3,57000.000000000044
Hyundai,15,8900.000000000002
Chevrolet,4,43500.00000000003
Chevrolet,28,19500.0
Audi,11,26500.000000000004
Land,2,69899.99999999996
Porsche,9,41999.99999999999
Chevrolet,6,39000.0
Chevrolet,6,49900.000000000015
Dodge,9,8100.000000000006
Ford,6,42500.00000000003
Toyota,23,3950.000000000003
Ford,11,28500.0
Chevrolet,5,84999.0
Hyundai,9,20998.999999999985
Ford,11,9494.999999999996
Cadillac,14,16498.999999999985
Subaru,22,14899.999999999993
Toyota,6,30275.000000000004
Chevrolet,6,63900.000000000015
Dodge,5,61999.99999999997
Acura,15,9000.0
Chevrolet,7,41100.00000000002
BMW,11,25999.999999999985
Audi,11,15400.00000000001
Alfa,8,20499.999999999993
Toyota,2,44595.99999999997
Rolls-Royce,14,80300.00000000004
Dodge,5,34000.0
Porsche,9,25899.999999999985
Chevrolet,5,24900.00000000001
Mercedes-Benz,5,48000.00000000003
Dodge,2,109999.99999999991
Chevrolet,3,68589.99999999996
Mercedes-Benz,8,72776.99999999996
Chevrolet,8,36590.000000000015
Lexus,9,30919.000000000025
Lamborghini,4,229900.00000000006
GMC,10,12432.99999999999
Porsche,9,138998.99999999994
MINI,22,5994.999999999995
Mazda,17,13250.0
Toyota,6,33333.00000000003
Toyota,17,9000.0
BMW,11,23999.99999999999
Hyundai,2,55000.00000000004
Pontiac,17,19950.00000000001
Land,7,38999.00000000002
Porsche,11,33499.99999999998
BMW,2,95579.99999999994
Toyota,17,7900.000000000007
BMW,14,26999.999999999978
Porsche,7,53998.99999999999
Jeep,24,14999.99999999999
Honda,2,39998.99999999997
Mercedes-Benz,12,40249.999999999985
Audi,18,29995.000000000007
Toyota,3,39390.000000000015
Mercedes-Benz,17,11899.999999999996
GMC,4,74500.00000000001
Porsche,8,77999.99999999994
Ford,4,36994.99999999999
Land,9,31000.000000000015
Acura,2,52000.000000000044
Toyota,5,42997.999999999985
Hummer,15,13500.000000000004
Tesla,7,25899.999999999985
Volvo,30,4499.999999999999
Jeep,8,26800.000000000022
Chevrolet,7,39000.0
Audi,10,29949.999999999996
Audi,13,28900.0
INFINITI,13,11499.999999999998
Volkswagen,24,12000.0
Audi,3,44997.99999999998
Lamborghini,8,449991.00000000035
Ford,11,27899.999999999978
GMC,3,71999.00000000004
Audi,13,10500.000000000005
Dodge,9,38000.000000000015
Tesla,8,35999.99999999998
Mazda,4,25382.000000000007
Lexus,9,27499.99999999998
Jeep,17,20000.000000000015
Chevrolet,18,17949.999999999996
Jeep,3,44646.0
Acura,2,58998.00000000001
Nissan,7,14500.000000000004
Tesla,6,58000.00000000003
Subaru,3,24997.999999999993
Audi,11,22500.000000000015
Subaru,3,38499.99999999997
Chevrolet,18,16899.999999999985
Porsche,10,25000.000000000007
BMW,16,14999.99999999999
GMC,3,49900.000000000015
Ford,9,20000.000000000015
Cadillac,4,479995.0000000002
Lexus,4,82000.0
BMW,17,25998.999999999985
Nissan,14,12000.0
Ford,12,11499.999999999998
Volkswagen,9,16000.000000000002
Cadillac,13,41500.000000000015
Aston,3,156900.00000000012
Lexus,10,37500.000000000015
GMC,6,25500.0
Ford,4,28979.000000000004
Nissan,4,39884.00000000002
Volkswagen,13,9498.999999999995
Land,6,64999.999999999956
RAM,8,41999.99999999999
Nissan,15,6999.999999999998
Cadillac,16,12349.999999999993
BMW,9,26998.999999999993
Ford,8,37000.00000000001
Lexus,11,13999.999999999995
Buick,8,20599.000000000015
BMW,10,53500.000000000044
Volkswagen,5,29999.99999999999
BMW,12,19950.00000000001
INFINITI,19,10995.000000000007
Hummer,17,55000.00000000004
Mercedes-Benz,14,15990.000000000005
Acura,6,25999.999999999985
Porsche,10,154900.00000000003
RAM,6,40995.00000000002
BMW,24,39000.0
Chevrolet,3,60893.999999999985
Dodge,15,17700.000000000007
Chevrolet,13,26950.000000000022
Dodge,15,12000.0
Jeep,3,42599.00000000004
Chevrolet,7,44999.999999999985
Ford,4,73599.99999999997
Ford,10,39950.00000000003
Chevrolet,2,98000.00000000003
Bentley,5,199991.0
Lincoln,9,23999.99999999999
Ford,24,16999.99999999999
Land,7,29992.999999999996
Land,3,96500.00000000003
Chevrolet,11,25500.0
Mercedes-Benz,8,99000.00000000004
Ford,6,40099.99999999999
Tesla,3,36750.00000000003
Lexus,7,69499.99999999996
INFINITI,6,28999.999999999996
Rivian,2,97500.0
Land,8,35999.00000000002
INFINITI,11,14195.00000000001
Hyundai,12,10999.999999999993
Toyota,3,55000.00000000004
Jeep,5,31000.000000000015
Ford,20,12999.999999999995
Tesla,4,55000.00000000004
Mercedes-Benz,11,27499.99999999998
RAM,11,34000.0
Kia,3,37500.000000000015
Hyundai,10,16999.99999999999
Jeep,5,25695.00000000001
Ford,14,6000.000000000005
Toyota,11,27499.99999999998
BMW,7,29998.000000000025
Dodge,4,64999.999999999956
Hyundai,10,12999.999999999995
Volkswagen,4,39127.00000000003
Land,9,35000.00000000001
Nissan,4,29509.999999999985
Buick,5,31699.999999999996
Chevrolet,5,41985.99999999998
Pontiac,16,10000.00000000001
BMW,10,22500.000000000015
Tesla,6,28999.999999999996
MINI,6,26750.00000000001
Porsche,9,67995.0
Ford,14,14300.000000000002
Bentley,3,289991.0000000002
BMW,8,45999.999999999956
Ford,14,21999.999999999993
Jeep,9,5000.000000000003
INFINITI,17,14999.99999999999
Ford,3,47500.000000000015
Porsche,18,72995.00000000006
INFINITI,20,18900.000000000004
Chrysler,12,13750.000000000005
Toyota,18,6799.999999999996
Lexus,7,28995.000000000007
Buick,5,29444.000000000025
BMW,3,89995.00000000001
Pontiac,20,21999.0
Toyota,12,36740.00000000002
Hyundai,11,7500.0000000000055
Porsche,10,29500.000000000007
Hummer,18,9995.00000000001
Tesla,4,37000.00000000001
Ford,7,17999.999999999993
Rivian,3,82000.0
Audi,13,17999.999999999993
Toyota,2,46499.999999999985
Tesla,7,29999.000000000007
Ford,28,9000.0
Mercedes-Benz,4,130000.00000000009
Subaru,17,12500.0
Mercedes-Benz,11,18700.00000000001
BMW,24,20999.99999999998
Mercedes-Benz,11,14500.000000000004
Toyota,18,11499.999999999998
Dodge,11,6498.9999999999945
BMW,7,34000.0
RAM,8,32998.99999999998
Mercedes-Benz,10,20398.999999999985
Jeep,5,47500.000000000015
Bentley,16,62999.99999999995
Tesla,6,38200.0
Chevrolet,4,83900.00000000003
Audi,10,18999.999999999985
Mazda,4,28000.00000000002
Bentley,7,115784.9999999999
Mercedes-Benz,20,6999.999999999998
BMW,10,59900.00000000002
GMC,10,22998.999999999993
BMW,24,11799.999999999998
Toyota,15,26900.000000000004
Chrysler,18,14999.99999999999
smart,17,5000.000000000003
Toyota,7,38000.000000000015
Hummer,21,16499.999999999993
BMW,10,28999.999999999996
Land,17,7500.0000000000055
Audi,7,27899.999999999978
Ford,8,12500.0
Mercedes-Benz,11,28500.0
Jeep,3,49999.00000000001
Mercedes-Benz,11,21499.999999999985
Jeep,17,9000.0
Mercedes-Benz,6,30499.99999999998
Chevrolet,16,4200.000000000004
Hummer,19,17900.0
BMW,10,53000.00000000002
Cadillac,16,36499.99999999998
Lincoln,8,12500.0
Chevrolet,19,4000.0000000000014
Land,6,49900.000000000015
Nissan,4,32612.000000000007
Kia,3,47541.00000000003
Chevrolet,2,67190.00000000006
Ford,6,40999.99999999999
BMW,8,18300.0
Land,8,31598.999999999993
Porsche,15,51750.00000000002
INFINITI,14,12000.0
RAM,5,45515.000000000015
BMW,1,90000.00000000001
MINI,8,17389.999999999993
Cadillac,4,95000.00000000001
Audi,8,139999.9999999999
RAM,4,43448.999999999985
Porsche,11,85500.00000000006
Bentley,16,48499.99999999998
Toyota,10,26999.999999999978
Toyota,19,16899.999999999985
Cadillac,6,28999.999999999996
Ford,11,10995.000000000007
BMW,4,86899.99999999997
Land,6,60499.99999999998
Cadillac,9,30499.99999999998
Acura,32,90199.99999999996
Chevrolet,7,87149.99999999994
Audi,10,15400.00000000001
BMW,5,99998.0
Maserati,7,43000.00000000002
BMW,5,30798.000000000025
Ford,2,63499.99999999998
Nissan,19,8500.000000000005
Subaru,3,32499.99999999997
Chevrolet,7,17500.000000000015
Ford,8,13894.999999999989
Nissan,4,25500.0
Volvo,19,10299.000000000005
Lincoln,4,48000.00000000003
Mercedes-Benz,7,84499.99999999994
Ford,8,20999.99999999998
Ford,26,8000.0000000000055
GMC,7,35898.99999999997
RAM,5,44899.99999999997
Tesla,4,44999.999999999985
Lexus,14,9999.00000000001
Jeep,9,32798.0
Volvo,7,30499.99999999998
Porsche,9,210000.0
BMW,8,58000.00000000003
Cadillac,12,20499.999999999993
BMW,7,31999.999999999993
BMW,5,56597.999999999985
Mitsubishi,7,19500.0
Dodge,15,12995.000000000005
Subaru,10,11498.000000000004
Mercedes-Benz,9,79998.99999999994
Kia,2,31899.99999999999
Porsche,17,69499.99999999996
Hummer,18,10000.00000000001
Buick,11,11199.999999999998
Chevrolet,5,48888.999999999985
Toyota,9,28999.999999999996
Cadillac,10,18799.999999999993
Subaru,10,14999.99999999999
Tesla,7,30499.000000000022
Ford,8,16499.999999999993
Tesla,3,49500.0
Ford,8,26999.999999999978
Chevrolet,4,42589.99999999998
BMW,9,22998.00000000002
BMW,14,20000.000000000015
Ford,13,14999.99999999999
Land,2,124000.00000000007
Porsche,9,29999.99999999999
Kia,3,40598.99999999998
BMW,8,26125.000000000015
Maserati,19,17999.999999999993
Ford,8,25999.999999999985
Land,22,6000.000000000005
Ford,17,14999.99999999999
Ford,11,15500.00000000001
Land,13,10200.000000000004
Cadillac,2,109900.00000000003
GMC,4,51499.99999999997
BMW,16,19500.0
Porsche,22,23999.99999999999
Audi,3,42598.0
Lexus,5,43599.000000000015
Audi,7,38000.000000000015
Chevrolet,6,35669.99999999999
Chevrolet,6,36139.000000000015
Audi,7,32999.99999999999
Mazda,17,6299.999999999997
Jaguar,4,42998.99999999997
Ferrari,6,215000.0
Toyota,24,7799.999999999997
Ford,22,17999.000000000007
Porsche,3,133999.9999999999
Subaru,9,34000.0
Audi,4,40000.0
Tesla,7,59999.00000000002
Mercedes-Benz,7,148499.99999999988
Acura,4,40597.99999999998
Audi,12,20900.000000000015
Lotus,15,55000.00000000004
Mercedes-Benz,6,77900.0
Chevrolet,2,59589.99999999998
Hyundai,12,17999.999999999993
BMW,4,70999.99999999994
BMW,11,14999.99999999999
Land,9,23999.99999999999
Porsche,7,145000.00000000012
RAM,4,52000.000000000044
BMW,5,57997.999999999956
Acura,7,143900.00000000003
Mercedes-Benz,20,13999.999999999995
Lexus,23,15999.000000000002
Chevrolet,25,27499.99999999998
Buick,4,42441.99999999997
Lexus,5,33200.00000000003
Lexus,3,54798.00000000001
Chevrolet,20,7999.0
Mercedes-Benz,10,39997.99999999999
Chevrolet,6,52499.99999999997
Ford,10,17100.000000000004
INFINITI,5,32099.999999999996
Bentley,17,81499.99999999997
Nissan,18,9975.000000000004
Rivian,2,95500.00000000001
McLaren,8,139000.00000000003
Nissan,13,8999.000000000004
Land,10,26499.000000000007
BMW,8,23299.999999999996
INFINITI,13,15600.00000000001
Ford,6,32769.00000000001
Lexus,15,10900.000000000004
Maserati,7,34899.99999999998
Volvo,7,28825.0
Lamborghini,5,267949.9999999998
Jeep,8,47500.000000000015
Hummer,20,22500.000000000015
Ford,16,7500.0000000000055
Porsche,5,124994.99999999991
Toyota,18,9500.000000000005
Mercedes-Benz,5,28900.0
BMW,16,19998.999999999985
Chevrolet,3,50000.000000000015
Volkswagen,2,44999.999999999985
Chevrolet,3,73995.00000000003
Nissan,5,23599.0
Bentley,5,188500.00000000003
Toyota,2,84999.99999999994
Acura,12,15499.00000000001
Toyota,5,39686.99999999999
Ford,4,26298.999999999993
Jaguar,9,54899.99999999997
GMC,7,50999.999999999985
Chevrolet,7,34499.99999999997
Maserati,4,84644.99999999997
Subaru,4,33530.99999999999
Mercedes-Benz,7,40888.0
Mercedes-Benz,14,16499.999999999993
Ford,8,35900.00000000002
Hyundai,5,37699.99999999997
Ford,4,48459.00000000003
Mercedes-Benz,17,8994.999999999993
Chevrolet,7,44999.999999999985
Jeep,9,22999.999999999993
Chevrolet,31,6000.000000000005
Jaguar,30,18999.999999999985
BMW,13,17800.00000000001
Lexus,5,51889.99999999997
Tesla,4,66900.00000000001
Volkswagen,8,15995.0
Jeep,3,41599.000000000015
Jaguar,24,9874.999999999996
Porsche,9,41500.000000000015
Mercedes-Benz,11,15500.00000000001
Mercedes-Benz,10,30089.000000000025
Land,8,47000.0
Mercedes-Benz,15,13999.0
Dodge,23,5500.000000000004
Chevrolet,7,54000.00000000001
Hummer,18,12900.0
Honda,3,37950.000000000015
Nissan,17,13500.000000000004
GMC,8,38000.000000000015
Mercedes-Benz,15,13599.999999999993
Lexus,5,45899.999999999985
Nissan,8,23799.999999999993
Chrysler,5,28250.0
Dodge,19,9200.0
Nissan,5,28999.00000000001
Rivian,2,93499.99999999991
Ford,7,30509.999999999993
Nissan,4,38000.000000000015
Jaguar,6,28999.999999999996
Ford,11,26900.000000000004
GMC,4,43999.0
Lamborghini,20,219999.99999999983
Chevrolet,14,10900.000000000004
GMC,12,13999.999999999995
Chevrolet,4,28000.00000000002
Toyota,18,12500.0
Lexus,4,43999.99999999997
Tesla,3,51998.99999999997
Dodge,17,10500.000000000005
Chrysler,20,3499.9999999999977
Cadillac,4,89000.00000000004
Chrysler,16,7900.000000000007
Mazda,9,14311.000000000011
Acura,20,4899.999999999998
Chevrolet,2,178999.99999999994
Tesla,4,47500.000000000015
Volvo,5,26599.000000000015
Chevrolet,9,32499.99999999997
Acura,2,64999.999999999956
Volkswagen,18,10000.00000000001
Dodge,7,44888.0
Chevrolet,23,33999.00000000003
Mercedes-Benz,11,13500.000000000004
BMW,10,64999.999999999956
Jeep,6,39799.000000000015
Mitsubishi,14,5799.999999999996
Porsche,3,60000.000000000015
Mercedes-Benz,16,16499.999999999993
Dodge,14,22500.000000000015
Mazda,7,19211.999999999985
Audi,8,10995.000000000007
BMW,10,14999.99999999999
Land,6,62425.000000000015
Audi,7,39000.0
Porsche,8,45499.99999999997
Chevrolet,5,76000.0
Lamborghini,4,259991.00000000015
Maserati,13,26497.000000000015
Subaru,7,16000.000000000002
Mercedes-Benz,5,129000.0000000001
Mazda,9,14999.99999999999
Porsche,9,35999.99999999998
Porsche,14,21499.999999999985
Genesis,6,29999.000000000007
Jeep,4,33399.99999999997
Audi,7,28500.0
BMW,13,17500.000000000015
Land,2,164725.00000000006
Dodge,3,64682.99999999999
BMW,9,50500.00000000004
Ford,6,18300.0
Lincoln,10,9500.000000000005
Chevrolet,5,45999.999999999956
Ferrari,20,99999.00000000003
Ford,3,72900.0
Mercedes-Benz,18,11499.999999999998
Porsche,4,51697.999999999985
BMW,2,67899.99999999999
Mercedes-Benz,20,5799.999999999996
Acura,13,15050.999999999998
Hyundai,14,9950.000000000007
Mercedes-Benz,22,21999.999999999993
Toyota,25,15900.000000000004
RAM,7,41688.00000000002
Chevrolet,7,28499.00000000002
Porsche,3,68499.99999999999
Jeep,3,41599.000000000015
Mercedes-Benz,11,29998.000000000025
Dodge,19,4000.0000000000014
Porsche,4,79998.00000000003
Mercedes-Benz,11,23499.999999999978
Porsche,5,58598.00000000002
Cadillac,8,24590.000000000007
Toyota,2,68499.99999999999
Nissan,10,8249.999999999996
Mercedes-Benz,3,109999.99999999991
Buick,6,26771.999999999978
Porsche,10,144939.99999999997
BMW,12,11899.999999999996
Acura,7,20998.999999999985
Lexus,10,28000.00000000002
Toyota,15,22500.000000000015
Chevrolet,17,35900.00000000002
Mazda,10,12900.0
Jaguar,10,52499.99999999997
Audi,7,25500.0
Chevrolet,3,54899.99999999997
Jeep,7,38499.99999999997
Honda,4,25698.000000000004
Porsche,14,29999.99999999999
Ford,17,16000.000000000002
Toyota,18,24900.00000000001
Land,21,15500.00000000001
Porsche,7,55000.00000000004
Chevrolet,21,25500.0
Toyota,19,9498.999999999995
INFINITI,10,20470.000000000004
Cadillac,31,2989.999999999998
Chevrolet,10,32999.99999999999
Jeep,21,6500.000000000003
Toyota,14,23499.999999999978
BMW,15,8500.000000000005
Ford,23,14999.99999999999
Lexus,7,28000.00000000002
Cadillac,15,12900.0
Lexus,7,68494.99999999999
BMW,6,41999.99999999999
Chevrolet,27,9900.000000000004
Hummer,19,16899.999999999985
Volvo,17,6498.9999999999945
Jeep,16,9099.999999999995
Land,8,33499.99999999998
BMW,8,26500.000000000004
Ford,7,55000.00000000004
BMW,3,80000.0
Lexus,3,89000.00000000004
Honda,6,28324.000000000015
Porsche,13,41500.000000000015
BMW,16,14999.99999999999
Audi,6,41500.000000000015
Chrysler,10,12467.99999999999
Ford,4,33171.99999999998
Dodge,12,35000.00000000001
Ford,7,12000.0
RAM,9,43639.999999999985
Lotus,20,43999.99999999997
Chevrolet,18,27499.99999999998
Audi,12,17900.0
McLaren,7,171900.00000000003
Chevrolet,8,41400.00000000001
Chevrolet,5,39243.99999999998
Jeep,31,14999.99999999999
Acura,9,20999.99999999998
Chevrolet,6,27599.0
Lexus,10,21997.999999999996
Ford,4,43430.00000000002
Tesla,3,47998.0
Chevrolet,19,47500.000000000015
Cadillac,6,22500.000000000015
BMW,16,28750.000000000007
Mazda,6,19899.999999999993
Ford,3,34000.0
Toyota,7,35706.999999999985
BMW,4,53998.00000000003
Lincoln,22,5000.000000000003
Mercedes-Benz,18,8000.0000000000055
Ford,27,12500.0
Chevrolet,10,17999.999999999993
Ford,9,10999.999999999993
Audi,11,22999.999999999993
Chevrolet,8,34899.99999999998
Ford,3,43999.99999999997
Ford,9,21999.999999999993
Dodge,10,64989.99999999999
Toyota,6,39598.000000000015
Audi,2,47797.99999999999
Jeep,7,28999.00000000001
Genesis,8,29500.000000000007
Mercedes-Benz,16,44849.999999999956
Lexus,5,73000.00000000003
Kia,7,32499.99999999997
Nissan,4,131998.99999999994
Chevrolet,17,47900.0
Chevrolet,4,41885.00000000001
Chevrolet,9,29747.999999999993
Mercedes-Benz,11,17900.0
BMW,13,51899.999999999985
Bentley,3,269991.0000000002
Volkswagen,3,48000.00000000003
Ford,8,15499.00000000001
Honda,14,8900.000000000002
Dodge,18,19997.99999999998
Honda,5,25979.999999999993
Honda,9,12999.999999999995
Ford,6,46499.999999999985
Nissan,6,18998.000000000004
Land,5,63995.00000000005
BMW,23,21499.999999999985
Hummer,22,14999.99999999999
Mazda,16,13999.999999999995
Lexus,4,86999.99999999994
Chevrolet,3,64287.999999999985
Mercedes-Benz,2,122950.00000000004
Chevrolet,18,31999.999999999993
Ford,6,40000.0
Chevrolet,5,25800.0
Chevrolet,26,14999.99999999999
Land,7,32999.99999999999
Jeep,25,11998.999999999993
Toyota,10,25999.999999999985
Chevrolet,14,44999.999999999985
Chevrolet,7,54489.999999999956
Mercedes-Benz,24,9000.0
Nissan,9,21499.999999999985
Porsche,20,44799.999999999985
Chevrolet,6,24899.000000000007
Porsche,6,48990.00000000003
Mercedes-Benz,3,82150.00000000001
Toyota,8,64999.999999999956
BMW,4,61998.000000000015
Rivian,2,92500.00000000007
Toyota,5,38700.000000000015
Mercedes-Benz,14,40999.99999999999
Ford,23,18500.0
RAM,11,29999.99999999999
Ford,12,35000.00000000001
Toyota,3,49000.000000000015
Jeep,7,26816.000000000015
Ford,16,9500.000000000005
Porsche,2,194965.0
Chevrolet,2,88899.99999999996
Ford,26,9500.000000000005
Porsche,7,28000.00000000002
Acura,13,18999.999999999985
Chevrolet,8,29999.000000000007
Chevrolet,7,30988.99999999999
Mercedes-Benz,7,38879.99999999997
BMW,13,31000.000000000015
Ford,6,54499.99999999998
Toyota,6,29999.99999999999
Saturn,16,9500.000000000005
Lexus,13,20499.999999999993
Honda,21,3749.9999999999977
Ford,15,20000.000000000015
Ford,7,63999.99999999997
Porsche,9,49999.00000000001
Chevrolet,27,11499.999999999998
Ford,12,16000.000000000002
BMW,17,18200.00000000001
Lexus,9,25999.999999999985
Hyundai,3,19500.0
Ford,5,38499.99999999997
BMW,9,19500.0
Ford,11,10000.00000000001
Ford,5,39500.00000000001
Ford,4,62890.00000000002
Dodge,19,10999.999999999993
Honda,12,13999.999999999995
Land,5,43999.99999999997
Toyota,14,20000.000000000015
Ford,6,45997.99999999998
Mercedes-Benz,3,63999.99999999997
RAM,6,44999.999999999985
BMW,14,6000.000000000005
Ford,8,25000.000000000007
Chevrolet,9,30999.000000000022
Mazda,19,4999.000000000004
INFINITI,22,9500.000000000005
Chevrolet,13,11799.999999999998
Ford,15,9999.00000000001
Chevrolet,3,68999.99999999997
Mercedes-Benz,10,24499.99999999998
Ford,13,6500.000000000003
Subaru,3,28000.00000000002
Hyundai,14,12000.0
Chrysler,16,7858.0000000000055
Porsche,7,89750.00000000006
Honda,9,19899.999999999993
Mercedes-Benz,3,40998.0
Audi,6,49500.0
Ford,5,18900.000000000004
Dodge,3,36598.99999999997
BMW,10,13348.999999999995
Alfa,2,43899.99999999997
Mercedes-Benz,18,10198.99999999999
Ford,23,6450.000000000003
BMW,7,70000.00000000001
Volkswagen,3,41500.000000000015
Toyota,4,36990.0
GMC,11,13500.000000000004
Cadillac,9,16499.999999999993
Nissan,13,14800.00000000001
Ford,4,50999.999999999985
BMW,14,17999.999999999993
Toyota,4,43837.00000000003
Porsche,7,169000.00000000012
Toyota,20,11199.999999999998
Ford,2,92000.00000000007
Land,7,40000.0
Ford,17,15900.000000000004
Porsche,7,39750.00000000002
Mercedes-Benz,11,44999.999999999985
Nissan,11,8500.000000000005
Jeep,5,42850.00000000001
Porsche,2,185950.00000000006
Ford,6,58999.99999999997
Ford,9,12500.0
Honda,12,6000.000000000005
BMW,7,16999.99999999999
Acura,18,7699.999999999996
Chevrolet,4,59979.99999999996
Chevrolet,4,68995.00000000003
Cadillac,19,14999.99999999999
Kia,3,29998.000000000025
BMW,4,37400.00000000001
Porsche,4,83498.99999999993
Honda,17,61999.99999999997
Lexus,15,9500.000000000005
Lincoln,12,21499.999999999985
Ford,5,37500.000000000015
Kia,4,19980.000000000015
Bentley,4,239990.99999999983
Tesla,13,28999.999999999996
BMW,11,34499.99999999997
BMW,10,12949.999999999996
Ford,12,16489.999999999996
Buick,10,16000.000000000002
